Date,ASIANPAINT,TATASTEEL,INFY,BAJAJ-AUTO,TCS,KOTAKBANK,CIPLA,EICHERMOT,NTPC,M&M,HEROMOTOCO,COALINDIA,APOLLOHOSP,HCLTECH,ONGC,ADANIPORTS,BEL,DRREDDY,TECHM,NESTLEIND,ITC,ETERNAL,RELIANCE,HINDUNILVR,INDUSINDBK,JSWSTEEL,TRENT,BAJFINANCE,LT,HDFCBANK,SUNPHARMA,SBILIFE,MARUTI,TITAN,GRASIM,TATACONSUM,HINDALCO,HDFCLIFE,AXISBANK,JIOFIN,WIPRO,ICICIBANK,BHARTIARTL,ULTRACEMCO,SHRIRAMFIN,TATAMOTORS,POWERGRID,SBIN,BAJAJFINSV,ADANIENT
2020-08-24,1878.1776123046875,36.97468566894531,842.572509765625,2657.85400390625,2090.439453125,1381.4786376953125,725.5355834960938,2075.0302734375,87.4576187133789,574.25830078125,2563.594970703125,87.37560272216797,1668.2257080078125,587.4664306640625,61.62950897216797,338.7803649902344,34.70741653442383,866.8313598632812,635.4254760742188,755.6573486328125,162.05252075195312,,950.278564453125,2028.8719482421875,511.0023193359375,270.4968566894531,619.44970703125,342.5337829589844,942.8748779296875,1060.6756591796875,506.60748291015625,851.6588134765625,6788.1357421875,1109.3948974609375,652.1522216796875,524.8427734375,185.5970001220703,589.7239379882812,443.94635009765625,,128.93612670898438,367.8697814941406,505.4804992675781,4076.430908203125,124.82131958007812,119.4249267578125,78.62964630126953,185.88124084472656,638.6082153320312,248.0784149169922
2020-08-25,1914.98193359375,36.5012092590332,834.3015747070312,2631.6630859375,2085.371826171875,1394.2750244140625,721.675048828125,2113.9287109375,86.1300048828125,581.31787109375,2525.078125,87.78186798095703,1642.4705810546875,584.0532836914062,61.06064224243164,335.9653015136719,34.04112243652344,858.1388549804688,649.5850830078125,746.9170532226562,160.9814910888672,,944.0892333984375,2014.7264404296875,518.1002197265625,269.69219970703125,643.2726440429688,357.33056640625,932.4603271484375,1063.1917724609375,498.677490234375,838.84716796875,6814.4443359375,1119.0938720703125,654.2887573242188,524.8427734375,183.6767120361328,590.758056640625,449.9214172363281,,127.6358642578125,373.6729431152344,507.159423828125,4059.646484375,126.76394653320312,125.23851776123047,78.41741943359375,191.87892150878906,648.8003540039062,306.7813720703125
2020-08-26,1887.031494140625,36.58729553222656,845.5963134765625,2695.325439453125,2095.461181640625,1430.7227783203125,721.9163818359375,2144.05615234375,85.30023956298828,585.1338500976562,2687.47900390625,88.71937561035156,1629.3953857421875,593.376953125,61.743289947509766,343.87664794921875,33.859413146972656,859.5053100585938,644.528076171875,742.4163208007812,160.61074829101562,,969.1185913085938,2018.1473388671875,548.1819458007812,270.9228210449219,646.4556884765625,357.5905456542969,921.5702514648438,1062.0048828125,498.72509765625,830.2400512695312,6717.35400390625,1116.8292236328125,651.797607421875,528.3060302734375,185.78903198242188,583.1249389648438,461.4233703613281,,128.6287841796875,376.574462890625,493.5845947265625,3969.4501953125,132.49154663085938,135.88034057617188,78.67208862304688,193.632080078125,654.9664916992188,284.8363037109375
2020-08-27,1897.656494140625,36.74655532836914,842.2612915039062,2661.045654296875,2090.718505859375,1414.09228515625,729.8303833007812,2132.13916015625,85.13426971435547,607.4574584960938,2671.323486328125,87.84436798095703,1628.2113037109375,591.1709594726562,60.79514694213867,340.2849426269531,33.405128479003906,859.9413452148438,646.9465942382812,738.9152221679688,160.03404235839844,,957.011962890625,2007.4683837890625,585.07177734375,273.8573303222656,645.361572265625,356.31048583984375,927.8949584960938,1055.975341796875,505.4678039550781,832.2681274414062,6802.99072265625,1120.2264404296875,669.2354736328125,523.9769287109375,187.1332244873047,587.0645141601562,471.08306884765625,,128.77061462402344,379.33099365234375,490.37078857421875,3937.828125,131.40621948242188,142.13735961914062,78.60843658447266,198.98382568359375,651.6090698242188,285.9834899902344
2020-08-28,1874.3006591796875,36.5184211730957,831.7669677734375,2635.81689453125,2081.55908203125,1460.996337890625,722.4953002929688,2110.448974609375,84.26302337646484,602.353515625,2601.218994140625,86.90685272216797,1640.00341796875,588.0908813476562,60.94684600830078,349.5068054199219,33.935123443603516,847.789306640625,661.6779174804688,738.3443603515625,161.10508728027344,,959.528564453125,1989.62451171875,642.8209228515625,265.7164001464844,647.0027465820312,360.0672912597656,933.8392944335938,1058.2542724609375,527.7853393554688,842.4581298828125,6808.83642578125,1116.730712890625,684.9638061523438,526.2858276367188,186.07705688476562,580.4655151367188,507.0827331542969,,128.6287841796875,396.25677490234375,502.1708068847656,3952.812255859375,140.9552459716797,140.7085723876953,77.37751007080078,207.47283935546875,653.0856323242188,287.5295715332031
2020-08-31,1817.82568359375,35.55424118041992,825.8526000976562,2594.585205078125,2098.948486328125,1395.5198974609375,688.6676025390625,1994.515380859375,79.98970794677734,578.9805908203125,2555.942626953125,83.9693374633789,1612.965576171875,578.059814453125,62.16047286987305,345.33270263671875,32.13312911987305,826.547607421875,651.69580078125,731.3878784179688,157.4389190673828,,943.4544677734375,1957.6343994140625,608.5867309570312,255.39822387695312,635.8124389648438,342.11688232421875,898.74365234375,1059.5361328125,494.07159423828125,818.9122314453125,6555.666015625,1083.645263671875,659.27099609375,512.1437377929688,177.86778259277344,566.1349487304688,494.6845397949219,,128.274169921875,381.6521911621094,492.24151611328125,3798.399169921875,128.13201904296875,141.1027069091797,75.95559692382812,195.61590576171875,617.6453857421875,278.851318359375
2020-09-01,1894.59375,36.901512145996094,813.00146484375,2587.064697265625,2088.812744140625,1424.697998046875,710.8656005859375,2031.793701171875,82.81092071533203,579.6006469726562,2547.0576171875,83.40682220458984,1648.7861328125,574.0637817382812,60.188331604003906,338.5862121582031,32.69341278076172,843.4577026367188,640.130615234375,742.7304077148438,156.69741821289062,,946.4244384765625,1998.5924072265625,605.9310302734375,271.49078369140625,635.1658935546875,357.4237976074219,908.4926147460938,1070.4083251953125,495.2112731933594,826.9752197265625,6618.63525390625,1102.8961181640625,668.7470703125,527.6806640625,186.31712341308594,570.5670776367188,483.68048095703125,,128.416015625,378.12200927734375,524.0438842773438,3806.96142578125,128.8342742919922,141.6939239501953,76.57105255126953,201.24449157714844,634.532470703125,280.3974609375
2020-09-02,1860.7562255859375,37.762393951416016,821.7615966796875,2518.986328125,2106.293701171875,1417.5777587890625,712.50634765625,2068.737548828125,82.1056137084961,613.1813354492188,2502.800537109375,85.18809509277344,1676.2188720703125,584.3447875976562,60.90892028808594,349.3611755371094,33.01142120361328,843.6127319335938,646.5948486328125,733.3596801757812,157.64488220214844,,964.9923706054688,1980.1011962890625,618.5817260742188,277.3598327636719,648.2958984375,359.8564147949219,908.8253784179688,1076.91259765625,488.61090087890625,841.2214965820312,6633.10693359375,1104.1268310546875,662.7879028320312,528.9794921875,188.38143920898438,572.09375,482.3858337402344,,129.408935546875,379.5244140625,528.1691284179688,3835.2265625,126.298828125,148.09873962402344,78.67247009277344,199.53744506835938,635.0762939453125,292.31756591796875
2020-09-03,1893.3492431640625,37.71504592895508,832.0337524414062,2532.8466796875,2138.235107421875,1390.8890380859375,712.8440551757812,2127.180908203125,81.06840515136719,614.9939575195312,2500.972900390625,84.8130874633789,1676.5147705078125,588.3406372070312,59.96078872680664,355.28253173828125,32.8448371887207,859.1952514648438,668.0101928710938,751.7572021484375,157.85084533691406,,957.6921997070312,1977.789794921875,610.1800537109375,277.7384948730469,648.3456420898438,355.054931640625,914.1515502929688,1073.8265380859375,497.11065673828125,843.2001342773438,6778.64599609375,1167.1466064453125,708.0189208984375,556.5419921875,185.29322814941406,573.4234008789062,472.9751892089844,,133.73516845703125,370.1910400390625,516.1292724609375,3842.32958984375,127.26558685302734,149.62603759765625,77.50019073486328,196.67706298828125,634.12841796875,290.5220947265625
2020-09-04,1872.6256103515625,36.26876449584961,817.4483032226562,2521.3037109375,2128.28564453125,1374.30859375,699.332275390625,2079.22509765625,78.57909393310547,602.9258422851562,2478.6962890625,82.78181457519531,1628.112548828125,583.3872680664062,59.08848571777344,342.66326904296875,32.2239875793457,837.75,658.0281372070312,744.3675537109375,153.8139190673828,,941.8900756835938,1964.3831787109375,595.0186157226562,267.2783508300781,646.5054931640625,352.8086853027344,896.41357421875,1062.81201171875,486.66412353515625,825.6395874023438,6891.2626953125,1141.4954833984375,690.1902465820312,547.4507446289062,181.72247314453125,565.9872436523438,453.3072814941406,,130.49639892578125,360.3257141113281,501.8829040527344,3810.318603515625,125.39591217041016,145.63534545898438,76.0022964477539,190.6332550048828,626.31103515625,284.4372863769531
2020-09-07,1897.2735595703125,36.3720703125,822.6954345703125,2534.4208984375,2163.853515625,1363.0555419921875,691.7560424804688,2090.713623046875,76.67062377929688,582.3673095703125,2431.888671875,82.46930694580078,1627.4713134765625,590.047119140625,57.98862838745117,341.7410583496094,31.981704711914062,856.617431640625,657.0606079101562,752.2044067382812,155.7912139892578,,944.338623046875,1999.4710693359375,587.8240356445312,271.2068176269531,643.7202758789062,343.81878662109375,886.5696411132812,1054.4561767578125,487.42388916015625,829.498046875,6909.52099609375,1149.816162109375,683.9869384765625,524.6022338867188,180.95042419433594,582.9279174804688,456.7927551269531,,131.79664611816406,361.1478271484375,494.4960021972656,3744.68994140625,125.41411590576172,147.21189880371094,76.47987365722656,191.832763671875,624.9589233398438,284.5370788574219
2020-09-08,1876.4544677734375,34.874141693115234,835.3687744140625,2537.525390625,2183.519287109375,1345.0804443359375,683.5042114257812,2060.77685546875,75.21853637695312,580.602294921875,2434.48193359375,81.21931457519531,1629.839599609375,604.2822265625,56.47159957885742,335.4798889160156,31.088274002075195,842.8472290039062,661.5900268554688,739.502197265625,155.00856018066406,,955.425048828125,1980.6561279296875,579.8087768554688,266.1423645019531,631.8336181640625,343.3136291503906,871.8750610351562,1056.3077392578125,476.6449890136719,835.9780883789062,6923.75390625,1144.7451171875,661.468994140625,517.916015625,173.95367431640625,573.0786743164062,442.5024108886719,,133.59329223632812,363.37237548828125,477.8513488769531,3720.462890625,120.8721923828125,140.21591186523438,75.93716430664062,188.2803192138672,622.025634765625,277.0059814453125
2020-09-09,1894.3543701171875,35.93302917480469,825.0967407226562,2544.870849609375,2164.410888671875,1320.6326904296875,702.1793823242188,2075.5068359375,75.01110076904297,585.6585693359375,2469.17333984375,79.34429931640625,1585.2364501953125,600.993896484375,55.14419174194336,333.78118896484375,30.60369873046875,858.4780883789062,662.557373046875,748.031494140625,151.4247589111328,,980.0235595703125,1971.41015625,583.8646850585938,271.53814697265625,647.94775390625,335.7460021972656,865.0271606445312,1041.1627197265625,483.6726379394531,821.6329345703125,6915.3671875,1143.3172607421875,671.2381591796875,514.45263671875,176.4145965576172,576.8706665039062,429.45684814453125,,133.73516845703125,355.5381774902344,483.75128173828125,3731.992919921875,116.53092193603516,138.04812622070312,76.08911895751953,179.7913360595703,601.3270874023438,282.3425598144531
